date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:53	102/102	U-----	200	untouched ('OK')	text/plain	etag:%22cce338ec5262bfc7bed278254a9227be%22	https://reza-lava-portfolio.framer.ai/robots.txt		(from )
09:55:54	384256/384256	U--M-Z	200	updated ('OK')	text/html	etag:%22e4a51b49b6294224bd7f94fc3bf3a70f%22	https://reza-lava-portfolio.framer.ai/	C:/My%20Web%20Sites/My%20Portfolio/reza-lava-portfolio.framer.ai/index.html	(from )
09:55:56	998/998	U-----	200	untouched ('')	image/png	etag:%2238dea030c2506f737468cd7468a58238%22	https://framerusercontent.com/images/o3nHVdVReGInJ3BAvEeDAHVirRI.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/o3nHVdVReGInJ3BAvEeDAHVirRI.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:00	159521/159521	U--M-Z	200	updated ('OK')	text/html	etag:%2236e4d1804ddfd25c872d5b98bf4813e2%22	https://reza-lava-portfolio.framer.ai/contact	C:/My%20Web%20Sites/My%20Portfolio/reza-lava-portfolio.framer.ai/contact.html	(from https://reza-lava-portfolio.framer.ai/)
09:56:00	309477/309477	U--M-Z	200	updated ('OK')	text/html	etag:%22e8c2f2d2c737036e50335f9fd5ac9787%22	https://reza-lava-portfolio.framer.ai/work	C:/My%20Web%20Sites/My%20Portfolio/reza-lava-portfolio.framer.ai/work.html	(from https://reza-lava-portfolio.framer.ai/)
09:56:00	358891/358891	---M--	200	added ('OK')	image/jpeg	etag:%22053a87ac5e4cfaefcf603f95c3bc2f3e%22	https://framerusercontent.com/assets/per5IFuJkCNpq5DjkZyCruVcbTY.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/assets/per5IFuJkCNpq5DjkZyCruVcbTY.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:56:00	415692/415692	U--M-Z	200	updated ('OK')	text/html	etag:%22492509f2578855de2648bac7fe1b6785%22	https://reza-lava-portfolio.framer.ai/about	C:/My%20Web%20Sites/My%20Portfolio/reza-lava-portfolio.framer.ai/about.html	(from https://reza-lava-portfolio.framer.ai/)
09:56:00	3381/3381	U-----	200	untouched ('')	image/png	etag:%227ad6c9762dd7f38ef71ae62781077801%22	https://framerusercontent.com/images/Y13hCfgzbgyDhM3mKXuSebESxs.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Y13hCfgzbgyDhM3mKXuSebESxs.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	23234/23234	U-----	200	untouched ('')	image/png	etag:%226cdb7082d8c2ec93a128db3b1916d2a4%22	https://framerusercontent.com/images/XcowFxNqJYEkOLQfCB2mspH2EH8.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/XcowFxNqJYEkOLQfCB2mspH2EH8.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	22630/22630	U-----	200	untouched ('')	image/png	etag:%224907b84792fa523026b34b49b7c072d5%22	https://framerusercontent.com/images/Ilf1d8hWtlIld60Ed3MqdO8A9Hs.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Ilf1d8hWtlIld60Ed3MqdO8A9Hs.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	39656/39656	U-----	200	untouched ('')	image/png	etag:%220434ab0b86019fe24a23f548595e2f13%22	https://framerusercontent.com/images/sbP1Te1bBTKq9KlnJKwvdbxj2w.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/sbP1Te1bBTKq9KlnJKwvdbxj2w.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	33430/33430	U-----	200	untouched ('')	image/png	etag:%2296ed0692739867cdf784fe02626869b6%22	https://framerusercontent.com/images/gh9gAzxCOgsdar7CizHk02tUM.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/gh9gAzxCOgsdar7CizHk02tUM.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	13894/13894	U-----	200	untouched ('')	image/jpeg	etag:%224ecbf0f0f3edeaede6a5136190bfe961%22	https://framerusercontent.com/images/Kjh89pNwtXNTTUjxFzLMNpLaCo.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Kjh89pNwtXNTTUjxFzLMNpLaCo.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	7892/7892	U-----	200	untouched ('')	image/png	etag:%22e1f8c614a066d5c3b1c2b1dc70d8522d%22	https://framerusercontent.com/images/TSd2rlV7fVR6842GHE7VAv6Ckd0.png?scale-down-to=512	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/TSd2rlV7fVR6842GHE7VAv6Ckd017f5.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:01	58335/58335	U-----	200	untouched ('')	image/jpeg	etag:%22e2f09e943a05986e78aacea0ca4b6eda%22	https://framerusercontent.com/images/1yv6bjT498YdF5YJaoh5K4gFPCI.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/1yv6bjT498YdF5YJaoh5K4gFPCI.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:56:02	6846/6846	U-----	200	untouched ('')	image/png	etag:%2262d8ee37eb2e82c1b654c061005863a4%22	https://framerusercontent.com/images/TnhjZCtAVNf7iuLp3S8INg4iQ.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/TnhjZCtAVNf7iuLp3S8INg4iQ.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:02	4268/4268	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202024%2006:25:59%20GMT	https://reza-lava-portfolio.framer.ai/[object%20Object]	C:/My%20Web%20Sites/My%20Portfolio/reza-lava-portfolio.framer.ai/[object%20Object].1b.delayed	(from https://reza-lava-portfolio.framer.ai/about)
09:56:02	8985/8985	U-----	200	untouched ('')	image/png	etag:%22732015c6cb0d3db8369b13d404a65ddd%22	https://framerusercontent.com/images/sdxNxaKaajax6kFcP4Y349BxDr8.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/sdxNxaKaajax6kFcP4Y349BxDr8.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:02	9060/9060	U-----	200	untouched ('')	image/png	etag:%22cabed7468cb2d333c466fb4cd0db3f67%22	https://framerusercontent.com/images/yrHvoCbnLDgEunCgWEFDzg0NbY.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/yrHvoCbnLDgEunCgWEFDzg0NbY.png	(from https://reza-lava-portfolio.framer.ai/)
09:56:26	34130/34130	U-----	200	untouched ('')	image/jpeg	etag:%22245b1b27fc6848522d1d9bdfde73ed01%22	https://framerusercontent.com/images/IMWwhsptQWaer0horAxvdxUP2cU.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/IMWwhsptQWaer0horAxvdxUP2cU.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:56:49	15393/15393	U-----	200	untouched ('')	image/png	etag:%22009193304e8c521a24ae27fff9fffee4%22	https://framerusercontent.com/images/6fxY5d8U0FBXBJ0FI17hnT1PQ.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/6fxY5d8U0FBXBJ0FI17hnT1PQ.png	(from https://reza-lava-portfolio.framer.ai/)
09:57:43	42437/42437	U-----	200	untouched ('')	image/jpeg	etag:%22d727ea6c82ac75fc35582c1ba21b2941%22	https://framerusercontent.com/images/btxpyrwc06ajI5Xhk8DzTgAOtw.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/btxpyrwc06ajI5Xhk8DzTgAOtw.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:57:43	52009/52009	U-----	200	untouched ('')	image/jpeg	etag:%22fd9073b917eda733c742386dbdac5769%22	https://framerusercontent.com/images/C7CHxtt6CzFvMCx3rxW3WAipQU.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/C7CHxtt6CzFvMCx3rxW3WAipQU.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:58:08	53499/53499	U-----	200	untouched ('')	image/jpeg	etag:%22ae4575b02b5cf1f99ef24ff0516f460f%22	https://framerusercontent.com/images/DVYUce2AjPtbVLLwHLQ14UIMk.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/DVYUce2AjPtbVLLwHLQ14UIMk.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:58:31	44660/44660	U-----	200	untouched ('')	image/jpeg	etag:%2204acb8dc52a8245972b4b202d9fd3193%22	https://framerusercontent.com/images/97xA12Xr1C6FPODLxM1J07cAX4.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/97xA12Xr1C6FPODLxM1J07cAX4.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:59:24	26193/26193	U-----	200	untouched ('')	image/jpeg	etag:%22196e1f85b27dc3885fdb135b20a3927f%22	https://framerusercontent.com/images/7XT87jCS0iIZqkXLRJSgQg24zHE.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/7XT87jCS0iIZqkXLRJSgQg24zHE.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:59:24	47790/47790	U-----	200	untouched ('')	image/jpeg	etag:%220296726e70d41dcc667951bff0f5d26e%22	https://framerusercontent.com/images/1cWt9vpFmx5iaIOgbNP8g3FfHVU.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/1cWt9vpFmx5iaIOgbNP8g3FfHVU.jpg	(from https://reza-lava-portfolio.framer.ai/)
09:59:49	36934/36934	U-----	200	untouched ('')	image/jpeg	etag:%220f9566ddc0029450f76f9011272f9547%22	https://framerusercontent.com/images/MmT2jVWQ6vJP4n1OYxKwTL5nzu0.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/MmT2jVWQ6vJP4n1OYxKwTL5nzu0.jpg	(from https://reza-lava-portfolio.framer.ai/)
10:00:12	51566/51566	U-----	200	untouched ('')	image/jpeg	etag:%22dca14ffcccb26be7d6b475900a54185c%22	https://framerusercontent.com/images/gAsYp9gQMw2FqxhWKxXO4kVyCE.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/gAsYp9gQMw2FqxhWKxXO4kVyCE.jpg	(from https://reza-lava-portfolio.framer.ai/)
10:01:05	24298/24298	U-----	200	untouched ('')	image/jpeg	etag:%222f013dffa462fd0a36018c7a184210c8%22	https://framerusercontent.com/images/AWHgIFTHfl6GgWKWMVz5ukzau8.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/AWHgIFTHfl6GgWKWMVz5ukzau8.jpg	(from https://reza-lava-portfolio.framer.ai/about)
10:01:06	74578/74578	U-----	200	untouched ('')	image/png	etag:%22f7c9499d2d852706faa5cfb3e9e72d60%22	https://framerusercontent.com/images/k3w4n7GlyeMwVedBenw0NkzvL4.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/k3w4n7GlyeMwVedBenw0NkzvL4.png	(from https://reza-lava-portfolio.framer.ai/about)
10:01:30	49088/49088	U-----	200	untouched ('')	image/jpeg	etag:%2259528a40e2b92a56e640c4f10ba62a1f%22	https://framerusercontent.com/images/JCqDoDWhyyqlDgZAGionCe88rww.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/JCqDoDWhyyqlDgZAGionCe88rww.jpg	(from https://reza-lava-portfolio.framer.ai/about)
10:01:53	46434/46434	U-----	200	untouched ('')	image/jpeg	etag:%22faf94f7c5171b781eb78d5f2fd27f631%22	https://framerusercontent.com/images/nhi0eEtl0BlMUgnNiMKodYNe6oo.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/nhi0eEtl0BlMUgnNiMKodYNe6oo.jpg	(from https://reza-lava-portfolio.framer.ai/about)
10:02:47	52458/52458	U-----	200	untouched ('')	image/jpeg	etag:%22cb6789b0abb47e1c3582ba65eaae0b07%22	https://framerusercontent.com/images/AdMNPU7UzB49k9ud9F6vzwHse0.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/AdMNPU7UzB49k9ud9F6vzwHse0.jpg	(from https://reza-lava-portfolio.framer.ai/about)
10:02:47	56295/56295	U-----	200	untouched ('')	image/jpeg	etag:%226a43eaf1cd9272e50c6bb6ace78fae35%22	https://framerusercontent.com/images/hFwpAAU5cZwtMiQzxtACLgHf6s.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/hFwpAAU5cZwtMiQzxtACLgHf6s.jpg	(from https://reza-lava-portfolio.framer.ai/about)
10:03:12	479/479	U-----	200	untouched ('')	image/png	etag:%2215ed574864c94df863328e9b6888bd2d%22	https://framerusercontent.com/images/17yTb2ZrX7ArRtyZxO21ZTdm5s.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/17yTb2ZrX7ArRtyZxO21ZTdm5s.png	(from https://reza-lava-portfolio.framer.ai/about)
10:03:35	27182/27182	U-----	200	untouched ('')	image/jpeg	etag:%227ff1cae6f7e4324b597ad10b36d5b7d2%22	https://framerusercontent.com/images/tSTRbkzvQsZCz3are1LvD2U.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/tSTRbkzvQsZCz3are1LvD2U.jpg	(from https://reza-lava-portfolio.framer.ai/about)
10:04:28	60467/60467	U-----	200	untouched ('')	image/jpeg	etag:%2272dec639d2886d5a67ca1a03722fb1e0%22	https://framerusercontent.com/images/UwpYj23rQQKrcQaCACh9j7F8n8.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/UwpYj23rQQKrcQaCACh9j7F8n8.jpg	(from https://reza-lava-portfolio.framer.ai/work)
10:04:29	44902/44902	U-----	200	untouched ('')	image/jpeg	etag:%22644bbb29dc77f1c93b6e3c9e855b672a%22	https://framerusercontent.com/images/Bw2mdC62p24iP3UAaqKyl9PR00g.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Bw2mdC62p24iP3UAaqKyl9PR00g.jpg	(from https://reza-lava-portfolio.framer.ai/work)
10:04:53	59802/59802	U-----	200	untouched ('')	image/jpeg	etag:%22e335c88e8d786e023db1e65cc3c68ab5%22	https://framerusercontent.com/images/1TbaHPiDX1jW3VMikWFuXtS5Lg0.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/1TbaHPiDX1jW3VMikWFuXtS5Lg0.jpg	(from https://reza-lava-portfolio.framer.ai/work)
10:05:16	42041/42041	U-----	200	untouched ('')	image/jpeg	etag:%2210d7a052bd82cc82e47af5e1cb087499%22	https://framerusercontent.com/images/kjWksGyVKIU9ImIMZd7DfNR4i5Y.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/kjWksGyVKIU9ImIMZd7DfNR4i5Y.jpg	(from https://reza-lava-portfolio.framer.ai/work)
10:06:10	32084/32084	U-----	200	untouched ('')	image/jpeg	etag:%22de0fcd3d86a26583f622fa51ee3dc20c%22	https://framerusercontent.com/images/rF47a6z2axcsXeFgW4ZegB9uQ.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/rF47a6z2axcsXeFgW4ZegB9uQ.jpg	(from https://reza-lava-portfolio.framer.ai/work)
10:06:10	7152/7152	U-----	200	untouched ('')	image/png	etag:%2231450e81dcb56a30dc5ece1b57600b48%22	https://framerusercontent.com/images/AIaZBNWfGUGH4Y6NTmAW73fqFY.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/AIaZBNWfGUGH4Y6NTmAW73fqFY.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:06:35	6540/6540	U-----	200	untouched ('')	image/png	etag:%223ca5a5f3de198335586c69407f9f54c7%22	https://framerusercontent.com/images/btIBrcVxNl0XxBi2N6j2C0jlx0.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/btIBrcVxNl0XxBi2N6j2C0jlx0.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:06:58	29282/29282	U-----	200	untouched ('')	image/png	etag:%22bd8425d4b2f1f59283b6b01f45106150%22	https://framerusercontent.com/images/J7uTzQlfiBUCr8yrVFcmIDxNhY.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/J7uTzQlfiBUCr8yrVFcmIDxNhY.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:07:51	18073/18073	U-----	200	untouched ('')	image/png	etag:%22a85932433111811ae5a3866f3f628dde%22	https://framerusercontent.com/images/FJ5pqSwyZZEZ9REovUfSEQRIV4g.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/FJ5pqSwyZZEZ9REovUfSEQRIV4g.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:07:52	17428/17428	U-----	200	untouched ('')	image/png	etag:%22a56df5aea0c2ddbfc0d5f80282c0610d%22	https://framerusercontent.com/images/Wjyfxmzq69usxMJPV4wfsNDKw.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Wjyfxmzq69usxMJPV4wfsNDKw.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:08:16	27190/27190	U-----	200	untouched ('')	image/png	etag:%229c8b34507be91e170d3ea560578e43fe%22	https://framerusercontent.com/images/ikaXrFzbVh6AcJOy9ZyXUK3k04w.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/ikaXrFzbVh6AcJOy9ZyXUK3k04w.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:08:16	22964/22964	U-----	200	untouched ('')	image/png	etag:%22aa1f0614b890c2e84ab14400ee5cddc2%22	https://framerusercontent.com/images/CqUx3m5aHHQ2iX9h593l0YpB948.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/CqUx3m5aHHQ2iX9h593l0YpB948.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:08:16	19716/19716	U-----	200	untouched ('')	image/png	etag:%22ed48c1d9fd0491d3ccb227475e39f5ac%22	https://framerusercontent.com/images/v4y0MNif2IXkWOndea3Vtv9AA.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/v4y0MNif2IXkWOndea3Vtv9AA.png	(from https://reza-lava-portfolio.framer.ai/contact)
10:08:16	5176/5176	U-----	200	untouched ('')	image/png	etag:%224bca92beb32f1fdadbe73cf6d47e3cc5%22	https://framerusercontent.com/images/ZMJ0lJ27kXJNBTaVl3m2hY1o.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/ZMJ0lJ27kXJNBTaVl3m2hY1o.png	(from https://reza-lava-portfolio.framer.ai/contact)
